Datetime,Open,High,Low,Close,Volume
2023-04-13 04:00:00-04:00,181.25,181.95,180.33,181.9,0
2023-04-13 04:02:00-04:00,181.85,182.6,181.79,182.2,0
2023-04-13 04:04:00-04:00,182.19,182.57,182.06,182.5,0
2023-04-13 04:06:00-04:00,182.44,182.5,181.98,182.14,0
2023-04-13 04:08:00-04:00,182.11,182.18,181.9,181.95,0
2023-04-13 04:10:00-04:00,181.98,182.0,181.78,181.8,0
2023-04-13 04:12:00-04:00,181.83,181.91,181.79,181.9,0
2023-04-13 04:14:00-04:00,181.9,181.92,181.72,181.83,0
2023-04-13 04:16:00-04:00,181.81,181.82,181.52,181.61,0
2023-04-13 04:18:00-04:00,181.68,181.7,181.52,181.54,0
2023-04-13 04:20:00-04:00,181.58,181.61,181.16,181.2,0
2023-04-13 04:22:00-04:00,181.2,181.21,181.01,181.14,0
2023-04-13 04:24:00-04:00,181.13,181.54,181.07,181.49,0
2023-04-13 04:26:00-04:00,181.49,181.54,181.26,181.29,0
2023-04-13 04:28:00-04:00,181.26,181.35,181.18,181.34,0
2023-04-13 04:30:00-04:00,181.35,181.5,181.32,181.5,0
2023-04-13 04:32:00-04:00,181.5,181.51,181.45,181.5,0
2023-04-13 04:34:00-04:00,181.49,181.95,181.45,181.55,0
2023-04-13 04:36:00-04:00,181.55,181.64,181.49,181.52,0
2023-04-13 04:38:00-04:00,181.55,181.83,181.45,181.79,0
2023-04-13 04:40:00-04:00,181.75,181.9,181.64,181.64,0
2023-04-13 04:42:00-04:00,181.65,181.83,181.62,181.77,0
2023-04-13 04:44:00-04:00,181.75,181.92,181.7,181.82,0
2023-04-13 04:46:00-04:00,181.76,181.9,181.75,181.89,0
2023-04-13 04:48:00-04:00,181.86,181.89,181.75,181.8,0
2023-04-13 04:50:00-04:00,181.79,181.8,181.74,181.74,0
2023-04-13 04:52:00-04:00,181.77,181.86,181.7,181.86,0
2023-04-13 04:54:00-04:00,181.86,181.91,181.81,181.83,0
2023-04-13 04:56:00-04:00,181.84,181.88,181.68,181.68,0
2023-04-13 04:58:00-04:00,181.68,181.73,181.6,181.7,0
2023-04-13 05:00:00-04:00,181.7,181.74,181.65,181.7,0
2023-04-13 05:02:00-04:00,181.7,181.74,181.6,181.72,0
2023-04-13 05:04:00-04:00,181.65,181.83,181.65,181.8,0
2023-04-13 05:06:00-04:00,181.8,181.8,181.72,181.79,0
2023-04-13 05:08:00-04:00,181.75,181.8,181.72,181.75,0
2023-04-13 05:10:00-04:00,181.75,181.79,181.67,181.74,0
2023-04-13 05:12:00-04:00,181.73,181.96,181.7,181.96,0
2023-04-13 05:14:00-04:00,181.95,182.16,181.95,182.12,0
2023-04-13 05:16:00-04:00,182.15,182.29,182.1,182.15,0
2023-04-13 05:18:00-04:00,182.15,182.25,182.14,182.25,0
2023-04-13 05:20:00-04:00,182.25,182.44,182.2,182.3,0
2023-04-13 05:22:00-04:00,182.32,182.32,182.18,182.21,0
2023-04-13 05:24:00-04:00,182.21,182.21,182.0,182.04,0
2023-04-13 05:26:00-04:00,182.09,182.09,181.88,182.0,0
2023-04-13 05:28:00-04:00,182.0,182.1,182.0,182.05,0
2023-04-13 05:30:00-04:00,182.05,182.19,182.04,182.1,0
2023-04-13 05:32:00-04:00,182.17,182.19,181.68,181.71,0
2023-04-13 05:34:00-04:00,181.72,182.1,181.61,181.95,0
2023-04-13 05:36:00-04:00,181.95,181.99,181.86,181.96,0
2023-04-13 05:38:00-04:00,181.99,182.04,181.85,181.9,0
2023-04-13 05:40:00-04:00,181.9,181.9,181.73,181.76,0
2023-04-13 05:42:00-04:00,181.8,181.8,181.58,181.6,0
2023-04-13 05:44:00-04:00,181.59,181.78,181.54,181.76,0
2023-04-13 05:46:00-04:00,181.7,181.92,181.68,181.88,0
2023-04-13 05:48:00-04:00,181.9,181.97,181.73,181.89,0
2023-04-13 05:50:00-04:00,181.88,181.9,181.74,181.84,0
2023-04-13 05:52:00-04:00,181.85,181.85,181.73,181.78,0
2023-04-13 05:54:00-04:00,181.77,182.0,181.73,181.95,0
2023-04-13 05:56:00-04:00,181.95,181.95,181.82,181.91,0
2023-04-13 05:58:00-04:00,181.91,181.96,181.9,181.94,0
2023-04-13 06:00:00-04:00,181.89,181.91,181.85,181.87,0
2023-04-13 06:02:00-04:00,181.86,181.86,181.72,181.75,0
2023-04-13 06:04:00-04:00,181.77,181.77,181.61,181.64,0
2023-04-13 06:06:00-04:00,181.65,181.85,181.64,181.75,0
2023-04-13 06:08:00-04:00,181.71,181.75,181.59,181.75,0
2023-04-13 06:10:00-04:00,181.75,181.77,181.44,181.52,0
2023-04-13 06:12:00-04:00,181.59,181.59,181.28,181.32,0
2023-04-13 06:14:00-04:00,181.31,181.58,181.3,181.53,0
2023-04-13 06:16:00-04:00,181.55,181.56,181.4,181.4,0
2023-04-13 06:18:00-04:00,181.48,181.48,181.1,181.12,0
2023-04-13 06:20:00-04:00,181.16,181.38,181.12,181.37,0
2023-04-13 06:22:00-04:00,181.39,181.48,181.32,181.4,0
2023-04-13 06:24:00-04:00,181.39,181.49,181.39,181.45,0
2023-04-13 06:26:00-04:00,181.45,181.56,181.44,181.56,0
2023-04-13 06:28:00-04:00,181.51,181.67,181.44,181.51,0
2023-04-13 06:30:00-04:00,181.44,181.66,181.44,181.59,0
2023-04-13 06:32:00-04:00,181.61,181.66,181.51,181.66,0
2023-04-13 06:34:00-04:00,181.62,181.64,181.48,181.51,0
2023-04-13 06:36:00-04:00,181.54,181.54,181.35,181.43,0
2023-04-13 06:38:00-04:00,181.42,181.47,181.4,181.44,0
2023-04-13 06:40:00-04:00,181.44,181.51,181.44,181.5,0
2023-04-13 06:42:00-04:00,181.51,181.53,181.44,181.5,0
2023-04-13 06:44:00-04:00,181.47,181.78,181.46,181.7,0
2023-04-13 06:46:00-04:00,181.69,181.77,181.65,181.71,0
2023-04-13 06:48:00-04:00,181.71,181.75,181.6,181.61,0
2023-04-13 06:50:00-04:00,181.61,181.62,181.4,181.5,0
2023-04-13 06:52:00-04:00,181.51,181.51,181.4,181.42,0
2023-04-13 06:54:00-04:00,181.42,181.49,181.41,181.45,0
2023-04-13 06:56:00-04:00,181.45,181.75,181.45,181.71,0
2023-04-13 06:58:00-04:00,181.7,181.74,181.64,181.7,0
2023-04-13 07:00:00-04:00,181.67,181.72,181.4,181.59,0
2023-04-13 07:02:00-04:00,181.53,181.58,181.42,181.44,0
2023-04-13 07:04:00-04:00,181.46,181.83,181.46,181.64,0
2023-04-13 07:06:00-04:00,181.56,181.84,181.44,181.8,0
2023-04-13 07:08:00-04:00,181.8,182.19,181.75,182.18,0
2023-04-13 07:10:00-04:00,182.15,182.2,181.98,182.14,0
2023-04-13 07:12:00-04:00,182.15,182.38,182.14,182.38,0
2023-04-13 07:14:00-04:00,182.38,182.49,182.27,182.38,0
2023-04-13 07:16:00-04:00,182.38,182.4,182.26,182.26,0
2023-04-13 07:18:00-04:00,182.29,182.31,181.9,182.09,0
2023-04-13 07:20:00-04:00,182.08,182.14,181.8,181.9,0
2023-04-13 07:22:00-04:00,181.88,182.09,181.8,182.08,0
2023-04-13 07:24:00-04:00,182.06,182.1,182.0,182.1,0
2023-04-13 07:26:00-04:00,182.08,182.25,182.05,182.13,0
2023-04-13 07:28:00-04:00,182.09,182.199,182.05,182.15,0
2023-04-13 07:30:00-04:00,182.15,182.25,182.07,182.24,0
2023-04-13 07:32:00-04:00,182.25,182.35,182.2,182.25,0
